Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
738000,271.25,0.81,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
741600,271.15,0.8,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.0,6.1,0.0
745200,271.04999999999995,0.8,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
748800,271.04999999999995,0.8,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.0,6.1,0.0
752400,271.15,0.8,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
756000,271.15,0.79,13.145,21.4,4.6514999999999997e-08,1.043e-07,0.0,6.5,0.0
759600,271.15,0.79,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
763200,271.15,0.8,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
766800,271.04999999999995,0.79,12.947,20.44,4.5129e-08,9.758e-08,0.0,5.9,0.0
770400,270.84999999999997,0.8,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.0,6.1,0.0
774000,270.95,0.8,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.0,5.2,0.0
777600,271.04999999999995,0.81,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0.0,5.8,0.0
781200,271.15,0.81,12.98,20.6,4.5360000000000004e-08,9.87e-08,0.0,6.0,0.0
784800,271.15,0.81,12.551,18.52,4.2357e-08,8.414e-08,0.0,4.7,0.0
788400,271.15,0.81,12.452,18.04,4.1664e-08,8.078e-08,0.0,4.4,0.0
792000,270.95,0.82,12.254,17.08,4.0278e-08,7.406e-08,0.0,3.8,0.0
795600,270.84999999999997,0.81,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.0,3.2,0.0
799200,270.75,0.8,12.386,17.72,4.1202e-08,7.854e-08,0.0,4.2,0.0
802800,270.75,0.8,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
806400,270.65,0.8,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
810000,270.65,0.79,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
813600,270.65,0.8,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
817200,270.75,0.8,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
820800,270.84999999999997,0.8,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
824400,270.54999999999995,0.87,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
828000,270.84999999999997,0.84,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
831600,270.95,0.86,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
835200,270.84999999999997,0.86,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
838800,271.15,0.86,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
842400,271.25,0.86,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.0,3.2,0.0
846000,271.34999999999997,0.87,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.0,2.9,0.0
849600,271.54999999999995,0.88,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
853200,271.34999999999997,0.91,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
856800,271.45,0.92,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
860400,271.54999999999995,0.92,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.1,3.2,0.07104000000000002
864000,271.45,0.98,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.3,3.2,0.21312
867600,271.75,0.97,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.1,1.9,0.04218
871200,272.34999999999997,0.98,11.924,15.48,3.796799999999999e-08,6.286e-08,0.1,2.8,0.06215999999999999
874800,272.75,0.98,12.617,18.84,4.2819e-08,8.638e-08,0.3,4.9,0.32634
878400,273.04999999999995,0.98,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
882000,273.34999999999997,0.96,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0.0,4.3,0.0
885600,273.75,0.94,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
889200,273.84999999999997,0.93,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
892800,274.04999999999995,0.94,12.386,17.72,4.1202e-08,7.854e-08,0.0,4.2,0.0
896400,274.04999999999995,0.94,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
900000,274.04999999999995,0.96,12.65,19.0,4.305e-08,8.75e-08,0.0,5.0,0.0
903600,274.15,0.97,12.452,18.04,4.1664e-08,8.078e-08,0.1,4.4,0.09768000000000002
907200,274.25,0.97,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.5,5.3,0.5882999999999999
910800,274.15,0.98,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.7,5.2,0.8080799999999999
914400,274.65,0.98,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,1.6,3.9,1.38528
918000,274.54999999999995,0.98,12.089,16.28,3.9123e-08,6.846e-08,0.0,3.3,0.0
921600,274.95,0.98,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
925200,274.95,0.98,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
928800,274.84999999999997,0.98,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
932400,274.65,0.98,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
936000,273.75,0.98,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
939600,273.95,0.99,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
943200,273.75,0.99,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
946800,272.95,0.99,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
950400,272.45,0.99,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
954000,272.15,0.99,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
957600,271.75,0.99,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
961200,271.45,0.99,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
